Ticket No,Request ID,RequestorSeniority,FiledAgainst,TicketType,Severity,Priority,Max Day
41814,35,2 - Regular,Access/Login,Request,,3 - High,0.0
47313,1426,4 - Management,Software,Req,2 - Normal,3 - High,3.0
18076,811,,Systems,Request,2 - Normal,0 - Unassigned,14.0
36068,79,1 - Junior,Systems,Request,2 - Normal,1 - Low,5.0
49330,414,3 - Senior,Systems,Request,2 - Normal,3 - High,16.0
26182,1540,1 - Junior,Systems,Request,2 - Normal,1 - Low,198.0
45214,1557,,,Request,4 - Critical,3 - High,1.0
2944,1677,2 - Regular,Software,Request,2 - Normal,2 - Medium,2.0
2918,332,2 - Regular,,,2 - Normal,,
40995,1506,,Systems,Request,Unknown,1 - Low,19.0
47172,225,1 - Junior,Software,Issue,,1 - Low,1.0
43656,1590,4 - Management,Systems,Request,2 - Normal,2 - Medium,
49315,1094,1 - Junior,Hardware,Request,2 - Normal,1 - Low,31.0
10657,942,2 - Regular,Access/Login,,2 - Normal,0 - Unassigned,0.0
16713,649,2 - Regular,Hardware,Request,2 - Normal,1 - Low,11.0
5749,1204,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,6.0
23983,328,2 - Regular,Access/Login,Issue,3 - Major,3 - High,
7323,251,4 - Management,,Request,2 - Normal,High Priority,6.0
2877,882,,Access/Login,Request,,0 - Unassigned,0.0
23927,1895,,Access/Login,Request,2 - Normal,High Priority,0.0
22343,1673,4 - Management,Systems,Request,2 - Normal,3 - High,7.0
36099,1736,1 - Junior,Software,Request,2 - Normal,3 - High,
12757,425,2 - Regular,Hardware,Issue,Unknown,3 - High,
3398,488,4 - Management,Software,Req,2 - Normal,High Priority,1.0
15188,1671,2 - Regular,Software,Request,2 - Normal,1 - Low,12.0
43394,1190,2 - Regular,Systems,Request,2 - Normal,,6.0
14127,1215,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
13324,1614,2 - Regular,Access/Login,Issue,,0 - Unassigned,
12365,883,1 - Junior,Systems,Request,2 - Normal,2 - Medium,7.0
49959,630,1 - Junior,Hardware,Request,2 - Normal,3 - High,15.0
40107,1603,1 - Junior,System,Request,2 - Normal,High Priority,0.0
40856,1063,1 - Junior,Systems,Req,2 - Normal,1 - Low,8.0
35263,1854,2 - Regular,Access/Login,Issue,2 - Normal,High Priority,0.0
14891,856,2 - Regular,Access/Login,Issue,4 - Critical,3 - High,2.0
16134,1245,2 - Regular,Access/Login,Request,2 - Normal,,0.0
18240,2,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,4.0
48587,983,2 - Regular,Access/Login,Issue,,High Priority,0.0
9129,1455,1 - Junior,Software,Request,2 - Normal,2 - Medium,2.0
49875,1667,2 - Regular,Systems,,1 - Minor,0 - Unassigned,109.0
26281,16,4 - Management,Systems,Request,2 - Normal,3 - High,
40015,225,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,7.0
10062,818,1 - Junior,Access/Login,,2 - Normal,,0.0
14476,1979,4 - Management,Hardware,Request,1 - Minor,0 - Unassigned,12.0
46369,710,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,8.0
22835,307,4 - Management,Hardware,Request,2 - Normal,3 - High,10.0
17493,1323,3 - Senior,Hardware,Req,2 - Normal,High Priority,16.0
32090,760,3 - Senior,Systems,Request,2 - Normal,3 - High,9.0
42986,500,2 - Regular,Software,Request,2 - Normal,1 - Low,16.0
18357,1455,,Systems,Request,2 - Normal,3 - High,16.0
47146,685,1 - Junior,Systems,Issue,2 - Normal,1 - Low,4.0
5955,1706,2 - Regular,System,,2 - Normal,1 - Low,
2120,1848,1 - Junior,Software,Request,2 - Normal,1 - Low,5.0
47022,272,2 - Regular,Systems,Req,2 - Normal,0 - Unassigned,5.0
13691,922,,,Issue,2 - Normal,2 - Medium,8.0
36675,362,2 - Regular,,Request,,2 - Medium,4.0
10185,554,2 - Regular,Systems,Request,1 - Minor,3 - High,6.0
15361,674,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,4.0
11526,45,2 - Regular,Systems,Request,2 - Normal,1 - Low,28.0
9610,939,4 - Management,Software,Request,2 - Normal,0 - Unassigned,4.0
7272,1855,4 - Management,Hardware,Request,2 - Normal,3 - High,10.0
23398,1243,3 - Senior,Systems,Request,2 - Normal,3 - High,13.0
11168,1139,3 - Senior,Hardware,Request,2 - Normal,3 - High,26.0
36424,660,4 - Management,Systems,,2 - Normal,0 - Unassigned,5.0
23656,1369,2 - Regular,Hardware,Request,2 - Normal,1 - Low,12.0
26166,1030,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,6.0
30259,1129,2 - Regular,Software,Request,Unknown,3 - High,9.0
17117,189,2 - Regular,Systems,Req,2 - Normal,High Priority,7.0
16627,401,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,
21506,1946,2 - Regular,Systems,Request,2 - Normal,3 - High,6.0
35383,1499,,Access/Login,,2 - Normal,0 - Unassigned,0.0
9334,532,2 - Regular,Software,Request,2 - Normal,2 - Medium,12.0
32941,707,2 - Regular,Systems,Request,3 - Major,0 - Unassigned,8.0
2733,1495,2 - Regular,Systems,Request,Unknown,0 - Unassigned,7.0
13470,300,3 - Senior,Software,Issue,,3 - High,6.0
47796,629,1 - Junior,Access/Login,Request,,,0.0
5424,134,4 - Management,Systems,Req,2 - Normal,3 - High,6.0
3719,928,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2.0
10593,560,2 - Regular,Systems,Request,2 - Normal,3 - High,9.0
3381,442,4 - Management,Software,Request,2 - Normal,3 - High,7.0
11084,1499,4 - Management,Systems,Issue,2 - Normal,3 - High,4.0
24033,1363,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,16.0
11217,159,3 - Senior,Systems,Issue,2 - Normal,3 - High,3.0
34973,869,2 - Regular,,Request,2 - Normal,0 - Unassigned,15.0
15270,1911,,Software,Request,2 - Normal,3 - High,4.0
31206,1150,2 - Regular,Systems,Issue,2 - Normal,1 - Low,
35991,1816,3 - Senior,Systems,,2 - Normal,0 - Unassigned,22.0
24965,1699,,Systems,Request,2 - Normal,0 - Unassigned,15.0
26901,1579,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5.0
47500,1383,1 - Junior,Systems,Request,2 - Normal,1 - Low,5.0
1872,1371,1 - Junior,Systems,Request,2 - Normal,2 - Medium,17.0
42630,1522,2 - Regular,Systems,Request,3 - Major,0 - Unassigned,
41355,1807,2 - Regular,Hardware,Issue,3 - Major,3 - High,20.0
23064,1519,3 - Senior,Systems,Request,3 - Major,High Priority,
36064,1199,,System,Issue,2 - Normal,1 - Low,6.0
12649,1363,1 - Junior,Access/Login,Request,2 - Normal,,0.0
45833,811,2 - Regular,Hardware,Issue,3 - Major,3 - High,10.0
41568,463,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3.0
6255,1119,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,8.0
26634,1200,,Software,Request,2 - Normal,0 - Unassigned,4.0
35001,985,2 - Regular,Hardware,Issue,2 - Normal,1 - Low,8.0
48013,1133,2 - Regular,Software,Request,2 - Normal,3 - High,9.0
7534,1564,4 - Management,Software,Request,2 - Normal,3 - High,5.0
13904,75,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,28.0
46514,1977,1 - Junior,Hardware,Request,Unknown,1 - Low,29.0
36469,1758,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
39865,1991,2 - Regular,Systems,Request,2 - Normal,3 - High,6.0
31352,1808,2 - Regular,System,Issue,2 - Normal,2 - Medium,1.0
11241,1962,2 - Regular,,Request,2 - Normal,3 - High,
8690,1972,2 - Regular,Systems,Request,2 - Normal,1 - Low,19.0
23748,1200,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2.0
26772,1640,3 - Senior,Access/Login,Request,2 - Normal,3 - High,2.0
9255,1597,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0.0
10525,292,1 - Junior,Systems,Issue,2 - Normal,1 - Low,11.0
4761,1203,3 - Senior,Access/Login,Issue,Unknown,3 - High,1.0
42912,257,2 - Regular,Systems,Request,2 - Normal,3 - High,7.0
5996,622,2 - Regular,Software,Issue,1 - Minor,1 - Low,267.0
29250,1094,1 - Junior,Access/Login,Request,,1 - Low,0.0
10729,328,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,
29391,1541,4 - Management,Systems,Request,2 - Normal,2 - Medium,141.0
22996,1279,1 - Junior,Systems,Request,,2 - Medium,15.0
43823,1951,,Access/Login,Request,,1 - Low,0.0
23310,297,,Hardware,Issue,3 - Major,0 - Unassigned,18.0
27246,1889,4 - Management,Hardware,Request,2 - Normal,3 - High,11.0
2786,526,4 - Management,,Request,2 - Normal,3 - High,4.0
4532,919,2 - Regular,Systems,,2 - Normal,2 - Medium,185.0
16891,1749,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
13747,172,2 - Regular,Access/Login,,2 - Normal,,0.0
6349,89,1 - Junior,,Request,2 - Normal,1 - Low,8.0
30369,367,2 - Regular,,Request,2 - Normal,3 - High,
40786,856,2 - Regular,Access/Login,Issue,,1 - Low,0.0
14704,1235,2 - Regular,Hardware,Issue,2 - Normal,0 - Unassigned,13.0
27737,1962,2 - Regular,Systems,Issue,2 - Normal,High Priority,2.0
29456,601,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,8.0
37166,1928,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7.0
18297,1733,3 - Senior,Software,Issue,2 - Normal,0 - Unassigned,6.0
44857,814,3 - Senior,Access/Login,Request,2 - Normal,,0.0
29930,1464,3 - Senior,Systems,Issue,2 - Normal,3 - High,3.0
11976,562,3 - Senior,Software,Issue,2 - Normal,2 - Medium,4.0
42320,1948,3 - Senior,Access/Login,,2 - Normal,3 - High,0.0
12621,1447,4 - Management,Software,Issue,2 - Normal,3 - High,1.0
8842,1256,4 - Management,Systems,Issue,1 - Minor,3 - High,5.0
45892,1832,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
47095,207,4 - Management,Software,Request,2 - Normal,2 - Medium,3.0
5007,390,3 - Senior,Systems,Request,Unknown,2 - Medium,25.0
47929,1895,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0.0
6741,1338,,Access/Login,Request,2 - Normal,2 - Medium,0.0
41919,1686,2 - Regular,Access/Login,,Unknown,1 - Low,1.0
48701,799,3 - Senior,Access/Login,Request,3 - Major,3 - High,280.0
32480,1485,,Systems,Request,2 - Normal,1 - Low,
27672,283,2 - Regular,Systems,Issue,2 - Normal,3 - High,3.0
35092,1281,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,
25264,1327,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,4.0
13365,1545,,Access/Login,Request,2 - Normal,3 - High,
7342,1755,2 - Regular,Software,Issue,Unknown,3 - High,4.0
32425,518,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,6.0
24929,1245,,System,Request,2 - Normal,1 - Low,17.0
34731,124,3 - Senior,Software,Request,2 - Normal,3 - High,11.0
23420,1054,2 - Regular,Software,Request,2 - Normal,1 - Low,7.0
49229,548,4 - Management,Systems,Request,,,
9415,1479,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6.0
26784,1417,3 - Senior,Hardware,Request,,2 - Medium,30.0
7514,58,1 - Junior,Software,Issue,2 - Normal,3 - High,10.0
30548,1979,4 - Management,Systems,Request,2 - Normal,2 - Medium,
30832,742,2 - Regular,Hardware,Request,2 - Normal,1 - Low,18.0
11014,1606,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
9410,63,3 - Senior,Systems,Issue,2 - Normal,,1.0
23517,1191,2 - Regular,Access/Login,Request,Unknown,2 - Medium,1.0
20642,1866,3 - Senior,Software,Request,2 - Normal,High Priority,5.0
13309,195,3 - Senior,System,Request,2 - Normal,3 - High,34.0
5912,301,3 - Senior,,Request,2 - Normal,3 - High,0.0
11477,879,2 - Regular,Systems,,2 - Normal,1 - Low,9.0
28120,718,2 - Regular,Systems,Request,2 - Normal,1 - Low,5.0
682,1133,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,
22206,848,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
11504,694,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,16.0
10450,1587,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0.0
14460,1856,2 - Regular,Systems,,,2 - Medium,5.0
29651,330,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,28.0
27126,1810,1 - Junior,Access/Login,,2 - Normal,1 - Low,0.0
41885,1153,2 - Regular,Software,Req,2 - Normal,3 - High,6.0
19370,654,4 - Management,Systems,,2 - Normal,0 - Unassigned,3.0
11836,1172,2 - Regular,Software,Request,,1 - Low,7.0
36960,466,3 - Senior,Hardware,Issue,2 - Normal,2 - Medium,6.0
3457,1243,3 - Senior,Access/Login,Issue,2 - Normal,2 - Medium,0.0
27626,1761,2 - Regular,System,,2 - Normal,1 - Low,1.0
24634,1504,3 - Senior,,Request,2 - Normal,3 - High,7.0
7436,1027,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0.0
29740,902,4 - Management,Software,Issue,4 - Critical,3 - High,7.0
6195,169,2 - Regular,Systems,Request,3 - Major,0 - Unassigned,5.0
36614,633,4 - Management,Hardware,Req,,3 - High,8.0
19141,1658,,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
27042,1089,1 - Junior,Access/Login,Request,2 - Normal,,0.0
36887,813,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0.0
41540,473,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,1.0
13217,1866,3 - Senior,Systems,Request,2 - Normal,2 - Medium,5.0
14499,1125,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
18593,228,4 - Management,Systems,Request,2 - Normal,High Priority,5.0
35953,1536,2 - Regular,Systems,Issue,,2 - Medium,3.0
779,112,3 - Senior,Systems,Request,2 - Normal,3 - High,5.0
32806,1961,4 - Management,Access/Login,Request,,3 - High,0.0
47018,214,3 - Senior,Hardware,Issue,2 - Normal,3 - High,8.0
33191,243,2 - Regular,Systems,Request,2 - Normal,1 - Low,17.0
32544,1693,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
38936,1270,1 - Junior,Access/Login,Issue,2 - Normal,High Priority,0.0
5508,1857,,Systems,Issue,2 - Normal,3 - High,3.0
7570,261,2 - Regular,Systems,Req,2 - Normal,1 - Low,3.0
7461,1764,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0.0
24964,1655,3 - Senior,Access/Login,Request,2 - Normal,1 - Low,154.0
45232,1321,,Systems,Request,2 - Normal,0 - Unassigned,6.0
2983,1382,3 - Senior,Hardware,Request,2 - Normal,2 - Medium,14.0
40425,621,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,1.0
40286,1516,2 - Regular,Systems,Request,2 - Normal,3 - High,16.0
23970,213,1 - Junior,Software,Req,2 - Normal,0 - Unassigned,3.0
11020,1463,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,3.0
30689,1125,2 - Regular,Access/Login,Request,2 - Normal,,0.0
9989,1102,1 - Junior,Access/Login,Request,,3 - High,0.0
34525,1647,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,4.0
19150,100,3 - Senior,Systems,Issue,2 - Normal,3 - High,1.0
4841,1982,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
49278,658,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
41895,895,3 - Senior,Access/Login,,Unknown,1 - Low,0.0
24789,18,1 - Junior,Software,Req,,,1.0
21638,1366,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
39547,1418,3 - Senior,Access/Login,Request,2 - Normal,,0.0
44134,1335,,Systems,Request,2 - Normal,3 - High,122.0
23210,1227,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
39074,834,1 - Junior,Access/Login,Req,2 - Normal,High Priority,1.0
23315,1865,3 - Senior,Software,Request,2 - Normal,3 - High,5.0
7383,278,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
9025,860,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1.0
16994,1542,4 - Management,Systems,Request,2 - Normal,3 - High,7.0
26160,714,3 - Senior,Software,Request,2 - Normal,3 - High,12.0
32855,1864,2 - Regular,Systems,,2 - Normal,1 - Low,
48483,1388,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
1238,665,3 - Senior,Software,Issue,2 - Normal,3 - High,0.0
8012,1151,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0.0
32193,1688,2 - Regular,Systems,Request,2 - Normal,2 - Medium,24.0
42391,1998,1 - Junior,,Req,2 - Normal,1 - Low,
39618,1079,1 - Junior,Systems,Request,2 - Normal,2 - Medium,14.0
49144,1231,4 - Management,Access/Login,Request,2 - Normal,3 - High,
16,216,4 - Management,Software,,2 - Normal,0 - Unassigned,11.0
45,1704,,Systems,Issue,,2 - Medium,3.0
27980,1735,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
1607,1228,4 - Management,Hardware,Issue,2 - Normal,0 - Unassigned,5.0
41386,672,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,6.0
12711,381,3 - Senior,Hardware,Request,2 - Normal,1 - Low,27.0
15390,1172,,Software,Request,,1 - Low,8.0
3985,878,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
21018,1045,4 - Management,,Req,2 - Normal,0 - Unassigned,4.0
9431,1803,2 - Regular,Systems,,2 - Normal,,6.0
7854,777,1 - Junior,Access/Login,Request,2 - Normal,3 - High,1.0
21552,1742,3 - Senior,Software,Request,2 - Normal,3 - High,
6714,1146,1 - Junior,Hardware,Issue,4 - Critical,High Priority,14.0
33156,1702,,,Request,2 - Normal,3 - High,0.0
35512,1538,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
10482,1818,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,-1.0
640,749,3 - Senior,Access/Login,Request,,1 - Low,0.0
22055,1569,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,24.0
11540,1396,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
35083,1326,1 - Junior,Access/Login,Issue,,0 - Unassigned,0.0
28214,172,2 - Regular,Software,Request,3 - Major,2 - Medium,10.0
31980,796,1 - Junior,Systems,Request,2 - Normal,3 - High,13.0
34224,372,2 - Regular,System,Request,2 - Normal,2 - Medium,5.0
28599,1963,2 - Regular,Systems,Request,2 - Normal,High Priority,
47369,1406,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5.0
43199,1319,4 - Management,System,Request,2 - Normal,3 - High,
46905,1026,3 - Senior,Systems,Request,Unknown,3 - High,6.0
21630,252,3 - Senior,Systems,,,3 - High,6.0
42299,566,4 - Management,Systems,Request,,1 - Low,6.0
23568,1971,4 - Management,Systems,,2 - Normal,3 - High,12.0
35548,355,4 - Management,Software,Issue,2 - Normal,3 - High,2.0
8489,39,4 - Management,,Request,2 - Normal,3 - High,2.0
7979,905,2 - Regular,Access/Login,Req,2 - Normal,0 - Unassigned,0.0
45726,1101,4 - Management,Systems,Request,Unknown,2 - Medium,5.0
44130,296,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
19243,1638,2 - Regular,Hardware,Issue,,3 - High,299.0
27709,578,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,4.0
4946,662,,Hardware,Issue,2 - Normal,3 - High,5.0
10727,8,2 - Regular,Systems,Request,2 - Normal,3 - High,6.0
29239,1647,,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
17123,314,3 - Senior,Systems,Request,3 - Major,3 - High,19.0
34489,156,2 - Regular,Hardware,Issue,3 - Major,,15.0
26417,1448,2 - Regular,Systems,Request,2 - Normal,,8.0
43689,1275,1 - Junior,,Request,2 - Normal,0 - Unassigned,21.0
26716,488,4 - Management,Access/Login,Issue,,3 - High,0.0
3309,1382,3 - Senior,Access/Login,Request,2 - Normal,3 - High,1.0
37350,392,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,2.0
7238,1040,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,10.0
25091,69,,Software,Request,2 - Normal,2 - Medium,13.0
48789,1633,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
12547,1152,4 - Management,Systems,Req,2 - Normal,3 - High,8.0
2846,1891,1 - Junior,Access/Login,Request,Unknown,1 - Low,0.0
27818,828,3 - Senior,Software,Request,,High Priority,2.0
27514,712,4 - Management,Systems,Request,2 - Normal,3 - High,6.0
41116,782,2 - Regular,Systems,Request,,3 - High,36.0
44228,1556,4 - Management,Systems,Request,2 - Normal,3 - High,5.0
42985,1433,2 - Regular,Software,Request,2 - Normal,3 - High,3.0
30043,139,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
26077,839,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,11.0
27073,1907,4 - Management,System,Issue,2 - Normal,3 - High,2.0
31030,613,,Software,Request,2 - Normal,2 - Medium,10.0
38851,774,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,20.0
37164,146,4 - Management,Systems,Request,2 - Normal,3 - High,5.0
39248,1154,4 - Management,Access/Login,Request,2 - Normal,3 - High,0.0
13481,1163,4 - Management,Access/Login,Issue,2 - Normal,2 - Medium,
13322,789,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
4574,447,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
15853,734,1 - Junior,Systems,Issue,Unknown,2 - Medium,4.0
33500,1578,2 - Regular,Access/Login,Issue,,0 - Unassigned,0.0
47793,1278,4 - Management,Systems,Request,2 - Normal,3 - High,14.0
30411,1637,3 - Senior,Access/Login,Request,Unknown,3 - High,0.0
33653,1771,3 - Senior,Access/Login,Request,,3 - High,144.0
40896,614,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0.0
19270,726,2 - Regular,Systems,Req,Unknown,0 - Unassigned,23.0
71,1099,2 - Regular,,Request,2 - Normal,0 - Unassigned,0.0
22939,482,1 - Junior,Hardware,Request,2 - Normal,1 - Low,22.0
9459,1106,1 - Junior,Software,Issue,,0 - Unassigned,4.0
13821,105,4 - Management,Systems,Request,2 - Normal,3 - High,19.0
43358,132,3 - Senior,Software,,2 - Normal,,5.0
3716,1602,3 - Senior,,Request,2 - Normal,3 - High,9.0
11344,575,,Hardware,Issue,2 - Normal,0 - Unassigned,6.0
38650,1177,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7.0
10097,1207,1 - Junior,Software,Issue,2 - Normal,1 - Low,2.0
12137,772,3 - Senior,Hardware,Issue,2 - Normal,3 - High,6.0
40692,664,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,7.0
29218,1081,2 - Regular,Systems,Request,,,15.0
2753,1547,3 - Senior,Software,Issue,,0 - Unassigned,6.0
39757,1139,3 - Senior,Systems,Request,2 - Normal,2 - Medium,6.0
9061,786,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0.0
35228,1652,4 - Management,Systems,Issue,Unknown,3 - High,
3475,838,2 - Regular,Software,Req,2 - Normal,3 - High,8.0
21599,1674,2 - Regular,System,Request,2 - Normal,0 - Unassigned,7.0
10342,288,4 - Management,Software,Request,2 - Normal,3 - High,5.0
4365,1436,3 - Senior,Systems,Request,3 - Major,3 - High,6.0
27247,1929,1 - Junior,Hardware,Issue,,High Priority,16.0
10756,1901,2 - Regular,Software,Request,2 - Normal,,3.0
15411,170,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
42573,1804,,Software,Request,2 - Normal,3 - High,12.0
12088,115,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
22370,1980,4 - Management,Systems,,2 - Normal,0 - Unassigned,5.0
19544,1989,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
23646,1589,2 - Regular,Software,Request,2 - Normal,3 - High,11.0
43243,1801,3 - Senior,Access/Login,Req,2 - Normal,3 - High,0.0
11383,1934,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
5640,946,1 - Junior,Systems,,2 - Normal,1 - Low,5.0
24287,1353,2 - Regular,Access/Login,Request,2 - Normal,3 - High,2.0
21988,225,,Systems,Request,2 - Normal,,5.0
46623,235,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,1.0
6801,16,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,2.0
23736,973,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,31.0
33980,241,3 - Senior,Systems,,2 - Normal,0 - Unassigned,11.0
26168,31,4 - Management,Access/Login,Request,2 - Normal,3 - High,1.0
31134,734,1 - Junior,System,,2 - Normal,2 - Medium,1.0
43812,852,1 - Junior,Software,Request,,1 - Low,3.0
9572,1818,2 - Regular,Hardware,Request,,0 - Unassigned,13.0
20415,777,,Access/Login,Req,2 - Normal,0 - Unassigned,0.0
31015,955,1 - Junior,Access/Login,,3 - Major,2 - Medium,0.0
1175,68,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,8.0
10121,1184,1 - Junior,Software,Issue,2 - Normal,2 - Medium,7.0
14390,1002,4 - Management,Software,Request,2 - Normal,3 - High,19.0
16036,104,4 - Management,Systems,Issue,2 - Normal,3 - High,4.0
17547,576,3 - Senior,Software,Request,2 - Normal,2 - Medium,4.0
25023,1946,,Systems,Issue,2 - Normal,2 - Medium,7.0
10959,625,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,33.0
19014,1686,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,10.0
839,1544,2 - Regular,Software,Issue,3 - Major,0 - Unassigned,6.0
42206,126,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,
41633,1431,4 - Management,Software,Issue,2 - Normal,0 - Unassigned,1.0
21631,338,1 - Junior,Systems,Request,2 - Normal,1 - Low,9.0
48992,1721,1 - Junior,Software,,2 - Normal,1 - Low,7.0
48322,1262,2 - Regular,Systems,Request,2 - Normal,,17.0
29673,1505,2 - Regular,Systems,Request,2 - Normal,3 - High,5.0
25001,216,4 - Management,Hardware,Issue,2 - Normal,,6.0
37091,636,3 - Senior,System,Issue,2 - Normal,0 - Unassigned,2.0
43822,1640,3 - Senior,Software,Request,2 - Normal,2 - Medium,4.0
32879,690,4 - Management,Access/Login,Req,2 - Normal,0 - Unassigned,0.0
38806,1395,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1.0
27434,1967,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
30245,1445,,System,Issue,2 - Normal,3 - High,7.0
48139,1140,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0.0
48525,637,1 - Junior,Access/Login,Request,,0 - Unassigned,-1.0
11736,1320,1 - Junior,Systems,Request,2 - Normal,2 - Medium,18.0
5506,397,4 - Management,Access/Login,,,3 - High,0.0
1157,1226,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,17.0
47478,1716,2 - Regular,,Request,,2 - Medium,24.0
30282,1761,2 - Regular,Software,Request,2 - Normal,,18.0
34713,1077,4 - Management,Systems,,2 - Normal,3 - High,6.0
29086,930,1 - Junior,Software,Request,3 - Major,2 - Medium,10.0
44876,962,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,
13510,1029,2 - Regular,,Request,2 - Normal,1 - Low,
36742,1854,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1.0
18963,774,2 - Regular,Systems,Request,2 - Normal,3 - High,7.0
31013,844,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0.0
16231,148,4 - Management,System,Request,2 - Normal,0 - Unassigned,7.0
